日期,開盤,最高,最低,收盤,成交量
2018-01-30,71.0,71.0,70.5,70.5,33500.0
2018-01-31,69.5,70.900002,69.5,69.800003,122200.0
2018-02-01,70.0,70.599998,69.800003,70.199997,66000.0
2018-02-02,70.5,71.5,70.5,70.699997,91180.0
2018-02-05,70.0,71.099998,69.699997,71.0,56000.0
2018-02-06,70.099998,70.699997,68.5,70.0,141260.0
2018-02-07,70.099998,71.5,70.0,70.699997,88070.0
2018-02-08,70.300003,71.599998,70.300003,71.5,44000.0
2018-02-09,71.5,71.5,71.5,71.5,0.0
2018-02-12,73.699997,75.199997,72.699997,72.699997,228120.0
2018-02-21,73.5,74.5,73.5,73.900002,99150.0
2018-02-22,73.900002,74.099998,73.800003,74.0,24133.0
2018-02-23,74.5,76.599998,74.5,76.5,109300.0
2018-02-26,77.5,77.5,75.5,75.900002,111010.0
2018-02-27,76.0,77.800003,76.0,77.5,131450.0
2018-03-01,77.0,77.900002,76.699997,77.599998,79095.0
2018-03-02,77.599998,78.699997,77.0,78.699997,143245.0
2018-03-05,79.199997,80.900002,78.5,79.5,205450.0
2018-03-06,80.5,80.5,78.800003,79.199997,60539.0
2018-03-07,79.199997,79.699997,77.5,77.5,50050.0
2018-03-08,77.900002,79.0,77.5,78.0,50227.0
2018-03-09,77.599998,77.599998,77.099998,77.5,37500.0
2018-03-12,77.5,77.599998,76.599998,77.400002,51082.0
2018-03-13,77.699997,77.900002,77.300003,77.300003,46202.0
2018-03-14,77.599998,77.900002,77.400002,77.599998,32000.0
2018-03-15,77.599998,78.400002,77.5,78.0,47179.0
2018-03-16,78.300003,78.300003,77.0,77.300003,43052.0
2018-03-19,77.199997,77.800003,76.699997,77.800003,80800.0
2018-03-20,77.0,77.5,77.0,77.5,27000.0
2018-03-21,78.0,78.0,77.099998,77.099998,58400.0
2018-03-22,76.800003,76.900002,75.599998,75.599998,55010.0
2018-03-23,74.099998,75.0,73.5,74.199997,75150.0
2018-03-26,75.699997,75.699997,74.099998,74.900002,38000.0
2018-03-27,75.400002,75.800003,75.099998,75.5,84051.0
2018-03-28,75.5,76.199997,75.5,76.199997,42128.0
2018-03-29,76.199997,79.699997,76.099998,78.5,188000.0
2018-03-30,79.5,80.099998,78.599998,79.599998,153234.0
2018-04-02,79.599998,79.900002,78.5,78.5,39319.0
2018-04-03,78.5,78.5,76.5,77.800003,54031.0
2018-04-09,77.800003,77.800003,76.300003,76.800003,59000.0
2018-04-10,76.599998,77.300003,76.599998,76.699997,31000.0
2018-04-11,78.300003,78.300003,76.5,76.599998,31230.0
2018-04-12,77.0,77.0,75.599998,75.800003,57000.0
2018-04-13,75.400002,75.599998,75.300003,75.5,18000.0
2018-04-16,75.5,75.5,74.900002,75.099998,41000.0
2018-04-17,76.699997,76.699997,74.199997,74.5,57284.0
2018-04-18,74.5,74.599998,73.5,73.599998,49000.0
2018-04-19,73.699997,74.199997,73.599998,73.699997,12300.0
2018-04-20,75.0,78.0,74.0,77.900002,113059.0
2018-04-23,77.5,78.199997,76.800003,76.900002,90261.0
2018-04-24,76.900002,76.900002,74.5,74.900002,38620.0
2018-04-25,74.300003,77.300003,74.199997,76.5,62300.0
2018-04-26,76.5,76.900002,74.900002,75.599998,29000.0
2018-04-27,75.599998,76.0,75.5,75.900002,32550.0
2018-04-30,75.300003,76.400002,75.300003,75.599998,14300.0
2018-05-02,76.199997,76.699997,75.800003,76.5,29369.0
2018-05-03,76.300003,76.5,76.0,76.0,23100.0
2018-05-04,75.5,75.5,75.0,75.199997,15051.0
2018-05-07,75.199997,75.300003,75.0,75.300003,46219.0
2018-05-08,75.0,75.199997,74.900002,75.199997,30000.0
2018-05-09,75.0,75.5,75.0,75.300003,27150.0
2018-05-10,75.300003,75.800003,75.300003,75.599998,28000.0
2018-05-11,75.0,75.0,72.300003,73.0,145418.0
2018-05-14,73.0,73.0,70.0,70.0,188533.0
2018-05-15,69.0,69.0,67.800003,68.400002,233777.0
2018-05-16,68.400002,68.699997,67.5,67.599998,90270.0
2018-05-17,67.599998,68.199997,67.5,67.699997,60000.0
2018-05-18,67.699997,67.699997,66.0,67.0,127550.0
2018-05-21,67.0,67.300003,66.699997,67.099998,35200.0
2018-05-22,67.099998,67.099998,67.0,67.0,26000.0
2018-05-23,67.0,67.0,67.0,67.0,12000.0
2018-05-24,66.400002,66.5,66.300003,66.5,37010.0
2018-05-25,66.599998,66.599998,66.0,66.5,43000.0
2018-05-28,66.5,66.699997,66.300003,66.699997,23132.0
2018-05-29,66.5,67.0,66.5,66.800003,42135.0
2018-05-30,66.800003,67.099998,66.5,67.099998,25001.0
2018-05-31,68.5,68.5,66.599998,67.300003,62036.0
2018-06-01,67.0,67.099998,66.5,67.0,25004.0
2018-06-04,66.699997,68.400002,66.699997,67.300003,62293.0
2018-06-05,67.199997,67.300003,67.099998,67.300003,12000.0
2018-06-06,67.099998,68.0,67.099998,67.599998,27000.0
2018-06-07,67.699997,68.199997,67.699997,68.099998,48000.0
2018-06-08,68.099998,68.300003,67.5,67.5,31000.0
2018-06-11,67.5,67.599998,66.900002,66.900002,27535.0
2018-06-12,66.800003,67.0,66.0,66.5,63000.0
2018-06-13,66.300003,66.5,66.0,66.5,42500.0
2018-06-14,66.0,66.199997,66.0,66.0,43033.0
2018-06-15,66.0,66.0,65.0,65.300003,59200.0
2018-06-19,65.300003,65.300003,64.800003,64.900002,22100.0
2018-06-20,64.5,64.5,62.799999,63.0,136500.0
2018-06-21,62.5,67.5,62.0,65.0,175683.0
2018-06-22,66.800003,66.800003,64.0,64.0,52000.0
2018-06-25,64.0,64.699997,63.200001,63.799999,9089.0
2018-06-26,63.200001,63.799999,62.5,63.200001,554200.0
2018-06-27,62.5,63.799999,62.5,63.799999,17078.0
2018-06-28,63.799999,66.599998,63.799999,65.599998,64000.0
2018-06-29,65.5,66.5,65.400002,66.0,42000.0
2018-07-02,66.5,67.5,66.5,66.599998,61004.0
2018-07-03,67.800003,67.900002,66.099998,66.199997,28500.0
2018-07-04,66.199997,66.199997,66.099998,66.199997,14005.0
2018-07-05,66.199997,66.599998,65.5,66.0,46005.0
2018-07-06,66.0,66.199997,64.699997,65.0,52175.0
2018-07-09,65.099998,65.5,64.800003,60.299999,108095.0
2018-07-10,60.400002,60.900002,60.400002,60.900002,93005.0
2018-07-11,61.400002,62.799999,61.400002,62.5,55332.0
2018-07-12,63.0,63.0,62.299999,62.299999,25028.0
2018-07-13,62.200001,62.5,61.599998,62.200001,28100.0
2018-07-16,62.799999,62.799999,61.5,61.5,17005.0
2018-07-17,61.5,62.0,61.400002,62.0,30085.0
