日期,開盤,最高,最低,收盤,成交量
2018-01-30,15.2,15.35,15.2,15.25,19001.0
2018-01-31,15.05,15.15,15.0,15.1,31000.0
2018-02-01,15.15,15.25,15.15,15.15,13135.0
2018-02-02,15.15,15.2,15.15,15.15,10000.0
2018-02-05,15.0,15.1,14.95,15.0,14000.0
2018-02-06,14.8,14.8,14.0,14.25,38012.0
2018-02-07,14.25,14.5,14.2,14.2,19135.0
2018-02-08,14.2,14.3,14.2,14.25,12405.0
2018-02-09,14.2,14.45,14.2,14.4,11500.0
2018-02-12,14.55,14.55,14.45,14.45,13002.0
2018-02-21,14.45,14.75,14.45,14.5,27080.0
2018-02-22,14.55,14.55,14.5,14.5,14000.0
2018-02-23,14.6,14.95,14.6,14.95,14000.0
2018-02-26,14.95,14.95,14.9,14.95,10200.0
2018-02-27,14.95,15.0,14.65,14.65,23000.0
2018-03-01,14.8,14.9,14.65,14.8,10000.0
2018-03-02,14.6,14.9,14.6,14.9,11000.0
2018-03-05,14.8,14.85,14.65,14.65,16000.0
2018-03-06,14.95,14.95,14.75,14.8,15000.0
2018-03-07,14.8,14.85,14.75,14.8,18011.0
2018-03-08,14.8,14.85,14.8,14.8,12000.0
2018-03-09,14.8,14.85,14.55,14.65,22000.0
2018-03-12,14.75,14.75,14.65,14.7,10000.0
2018-03-13,14.7,15.1,14.7,15.05,19775.0
2018-03-14,15.05,15.05,14.85,14.9,10000.0
2018-03-15,14.85,14.9,14.8,14.85,12060.0
2018-03-16,14.9,15.2,14.85,14.95,53131.0
2018-03-19,15.2,15.2,15.05,15.2,49200.0
2018-03-20,15.3,15.4,15.2,15.35,30000.0
2018-03-21,15.4,15.5,15.15,15.3,59465.0
2018-03-22,15.3,15.35,15.15,15.25,47170.0
2018-03-23,15.2,15.7,14.75,15.65,135200.0
2018-03-26,15.75,17.200001,15.4,17.200001,294234.0
2018-03-27,18.9,18.9,16.6,18.200001,1509452.0
2018-03-28,17.299999,17.799999,17.299999,17.799999,247100.0
2018-03-29,17.700001,19.549999,17.200001,17.6,1021150.0
2018-03-30,17.35,18.1,17.0,17.0,280437.0
2018-04-02,16.5,16.85,16.5,16.75,58135.0
2018-04-03,16.5,16.85,16.5,16.85,57405.0
2018-04-09,17.1,17.1,16.85,16.85,29437.0
2018-04-10,17.049999,17.049999,16.65,16.700001,20228.0
2018-04-11,16.6,16.700001,16.6,16.65,22000.0
2018-04-12,16.5,18.299999,16.5,17.65,1047276.0
2018-04-13,18.0,18.6,17.65,18.35,341952.0
2018-04-16,18.6,18.75,17.299999,17.950001,209198.0
2018-04-17,18.1,18.5,17.5,17.5,106600.0
2018-04-18,17.5,17.85,17.5,17.549999,27400.0
2018-04-19,17.549999,17.950001,17.549999,17.6,18099.0
2018-04-20,17.5,17.85,17.450001,17.700001,23200.0
2018-04-23,17.5,18.1,17.5,17.700001,71028.0
2018-04-24,17.700001,17.700001,16.4,16.65,228000.0
2018-04-25,17.0,18.299999,16.700001,17.700001,311000.0
2018-04-26,17.450001,18.299999,16.5,16.6,191000.0
2018-04-27,17.0,17.15,16.65,16.799999,42000.0
2018-04-30,16.9,17.1,16.9,16.9,14000.0
2018-05-02,17.0,17.049999,17.0,17.049999,19400.0
2018-05-03,17.0,17.0,16.700001,16.799999,14001.0
2018-05-04,16.799999,16.9,16.65,16.65,18020.0
2018-05-07,16.65,16.950001,16.65,16.9,45000.0
2018-05-08,16.9,17.0,16.799999,17.0,10401.0
2018-05-09,17.0,17.0,16.85,17.0,14000.0
2018-05-10,16.9,17.0,16.9,17.0,36000.0
2018-05-11,17.1,17.200001,16.799999,16.799999,18572.0
2018-05-14,16.700001,18.4,16.700001,18.0,336172.0
2018-05-15,17.700001,17.950001,17.5,17.5,29400.0
2018-05-16,17.950001,18.4,16.85,17.950001,350100.0
2018-05-17,17.700001,17.700001,16.9,17.25,287667.0
2018-05-18,17.25,17.25,17.0,17.1,23000.0
2018-05-21,17.1,18.0,16.9,17.35,312345.0
2018-05-22,17.35,17.35,17.200001,17.200001,16000.0
2018-05-23,17.299999,17.299999,17.0,17.0,44000.0
2018-05-24,17.1,17.1,16.700001,16.9,43490.0
2018-05-25,17.049999,17.5,16.9,16.9,46000.0
2018-05-28,17.0,17.9,17.0,17.6,393069.0
2018-05-29,17.4,18.299999,17.200001,18.200001,245601.0
2018-05-30,17.9,19.0,17.75,18.549999,479001.0
2018-05-31,18.700001,18.75,17.5,18.0,267655.0
2018-06-01,17.75,19.5,17.75,18.75,404675.0
2018-06-04,19.15,19.15,18.4,18.4,346000.0
2018-06-05,18.5,20.200001,18.450001,19.950001,2718134.0
2018-06-06,19.450001,19.5,18.0,18.15,1497500.0
2018-06-07,18.15,18.15,17.75,17.75,170000.0
2018-06-08,17.75,17.85,17.299999,17.85,185000.0
2018-06-11,17.85,17.9,17.5,17.549999,101034.0
2018-06-12,17.65,17.9,17.6,17.799999,59091.0
2018-06-13,17.85,18.1,17.799999,18.0,93157.0
2018-06-14,18.1,18.1,17.85,18.049999,79000.0
2018-06-15,18.049999,18.5,17.75,18.25,90104.0
2018-06-19,18.25,18.4,17.799999,18.299999,139000.0
2018-06-20,18.299999,18.9,18.0,18.35,281003.0
2018-06-21,18.5,18.5,18.15,18.299999,37000.0
2018-06-22,18.299999,18.35,18.1,18.25,40257.0
2018-06-25,18.35,18.35,17.75,17.799999,69000.0
2018-06-26,17.9,18.5,17.6,18.049999,214000.0
2018-06-27,18.0,18.9,17.85,18.65,470547.0
2018-06-28,18.85,18.85,18.1,18.200001,91547.0
2018-06-29,18.299999,20.0,18.200001,18.9,2285423.0
2018-07-02,18.9,19.25,18.1,18.299999,435223.0
2018-07-03,18.35,19.1,18.299999,18.450001,368135.0
2018-07-04,18.5,18.85,18.35,18.65,23050.0
2018-07-05,18.5,18.75,18.049999,18.25,66423.0
2018-07-06,18.299999,19.25,17.9,18.450001,444150.0
2018-07-09,18.35,20.25,18.200001,20.25,3723801.0
2018-07-10,19.200001,19.25,18.25,18.4,984925.0
2018-07-11,18.200001,18.200001,17.799999,18.0,163000.0
2018-07-12,17.950001,18.299999,17.950001,18.049999,54000.0
2018-07-13,18.200001,18.299999,18.1,18.25,59000.0
2018-07-16,18.200001,18.4,18.049999,18.049999,60000.0
2018-07-17,18.1,18.1,17.950001,17.950001,73150.0
2018-07-18,18.200001,18.200001,17.9,18.15,59000.0
2018-07-19,18.1,18.200001,18.049999,18.1,17000.0
2018-07-20,18.049999,18.049999,17.5,17.6,130000.0
2018-07-23,17.35,17.5,16.950001,17.0,104500.0
2018-07-24,17.299999,17.299999,16.9,17.049999,42000.0
2018-07-25,17.049999,17.200001,17.049999,17.1,12000.0
2018-07-26,17.200001,17.299999,17.049999,17.25,30167.0
2018-07-27,17.299999,17.5,17.25,17.5,86240.0
