日期,開盤,最高,最低,收盤,成交量
2018-01-30,13.444444,13.444444,13.055555,13.166666,102600.0
2018-01-31,13.111111,13.111111,12.888888,13.0,127910.0
2018-02-01,13.0,13.055555,12.833333,12.888888,187200.0
2018-02-02,12.833333,12.944444,12.833333,12.944444,58083.0
2018-02-05,12.666666,12.888888,12.444444,12.888888,113883.0
2018-02-06,12.555555,12.611111,11.777777,11.777777,480703.0
2018-02-07,12.166666,12.166666,12.0,12.0,108000.0
2018-02-08,12.055555,12.111111,11.944444,11.944444,51894.0
2018-02-09,11.944444,11.944444,11.944444,11.944444,0.0
2018-02-12,12.222222,12.611111,12.222222,12.388888,142290.0
2018-02-21,12.444444,12.944444,12.388888,12.833333,99036.0
2018-02-22,12.722222,13.055555,12.722222,13.0,46845.0
2018-02-23,13.0,13.055555,12.833333,13.0,54081.0
2018-02-26,13.0,13.055555,12.777777,12.777777,64981.0
2018-02-27,12.777777,12.833333,12.666666,12.666666,63090.0
2018-03-01,12.666666,12.777777,12.444444,12.666666,39600.0
2018-03-02,12.5,12.666666,12.5,12.666666,19800.0
2018-03-05,13.111111,13.111111,12.5,12.5,43200.0
2018-03-06,13.0,13.0,12.611111,12.666666,42790.0
2018-03-07,12.777777,13.0,12.666666,12.888888,106398.0
2018-03-08,12.888888,13.277777,12.888888,13.111111,252086.0
2018-03-09,13.111111,13.111111,12.888888,12.944444,36018.0
2018-03-12,13.222222,13.222222,12.944444,13.055555,207090.0
2018-03-13,13.111111,13.222222,13.055555,13.055555,48690.0
2018-03-14,13.111111,13.111111,12.888888,12.944444,72000.0
2018-03-15,13.055555,13.111111,12.888888,13.111111,46800.0
2018-03-16,13.111111,13.777777,13.111111,13.222222,630900.0
2018-03-19,13.333333,13.388888,13.111111,13.111111,126000.0
2018-03-20,13.0,13.166666,12.888888,13.0,158400.0
2018-03-21,13.0,13.222222,13.0,13.055555,128646.0
2018-03-22,13.111111,13.111111,12.777777,12.833333,155700.0
2018-03-23,12.555555,12.666666,12.5,12.555555,88328.0
2018-03-26,12.555555,13.277777,12.555555,12.888888,136836.0
2018-03-27,12.944444,13.166666,12.888888,13.0,112517.0
2018-03-28,13.0,13.0,12.833333,12.833333,120600.0
2018-03-29,12.777777,12.833333,12.722222,12.833333,56772.0
2018-03-30,12.833333,13.055555,12.777777,13.0,151200.0
2018-04-02,13.166666,13.166666,13.0,13.055555,121590.0
2018-04-03,12.777777,12.944444,12.777777,12.944444,58500.0
2018-04-09,12.888888,13.0,12.722222,12.722222,51300.0
2018-04-10,12.666666,12.777777,12.611111,12.666666,65943.0
2018-04-11,12.666666,12.833333,12.666666,12.722222,34200.0
2018-04-12,12.833333,12.888888,12.777777,12.888888,23400.0
2018-04-13,12.888888,13.166666,12.777777,13.166666,197100.0
2018-04-16,13.166666,13.166666,13.0,13.0,45900.0
2018-04-17,12.888888,13.0,12.777777,13.0,60300.0
2018-04-18,13.166666,13.166666,12.833333,12.833333,87301.0
2018-04-19,12.833333,13.0,12.777777,12.944444,122491.0
2018-04-20,13.055555,13.055555,12.722222,12.888888,33300.0
2018-04-23,12.777777,12.833333,12.777777,12.833333,28107.0
2018-04-24,12.722222,12.777777,12.611111,12.722222,63990.0
2018-04-25,12.611111,12.611111,12.444444,12.555555,73129.0
2018-04-26,12.5,12.611111,12.222222,12.222222,122400.0
2018-04-27,12.444444,12.444444,12.277777,12.277777,37800.0
2018-04-30,12.333333,12.388888,12.333333,12.388888,16200.0
2018-05-02,12.222222,12.333333,12.166666,12.333333,34200.0
2018-05-03,12.166666,12.166666,12.0,12.055555,96300.0
2018-05-04,12.111111,12.277777,12.111111,12.222222,51300.0
2018-05-07,12.111111,12.111111,12.0,12.111111,41400.0
2018-05-08,12.0,12.055555,11.888888,12.055555,14417.0
2018-05-09,12.111111,12.222222,12.0,12.222222,35100.0
2018-05-10,12.222222,12.222222,12.0,12.166666,50405.0
2018-05-11,12.055555,12.333333,12.0,12.0,57600.0
2018-05-14,12.055555,12.277777,11.722222,11.944444,92700.0
2018-05-15,11.666666,11.666666,11.111111,11.277777,432900.0
2018-05-16,11.277777,11.333333,11.111111,11.222222,106200.0
2018-05-17,11.277777,11.277777,11.222222,11.222222,55805.0
2018-05-18,11.333333,11.388888,11.222222,11.222222,16200.0
2018-05-21,11.222222,11.388888,11.222222,11.388888,113550.0
2018-05-22,11.444444,11.444444,11.111111,11.166666,93682.0
2018-05-23,11.166666,11.277777,11.088888,11.111111,55835.0
2018-05-24,11.166666,11.222222,11.166666,11.222222,41400.0
2018-05-25,11.277777,11.277777,11.222222,11.222222,38700.0
2018-05-28,11.222222,12.277777,11.222222,11.777777,253945.0
2018-05-29,11.888888,12.0,11.611111,11.666666,33300.0
2018-05-30,11.555555,11.666666,11.222222,11.333333,111690.0
2018-05-31,11.555555,12.055555,11.5,11.666666,207666.0
2018-06-01,11.666666,12.0,11.666666,11.888888,81900.0
2018-06-04,11.888888,12.055555,11.888888,12.0,22500.0
2018-06-05,12.0,12.277777,11.888888,12.0,199908.0
2018-06-06,11.944444,12.055555,11.944444,12.055555,42429.0
2018-06-07,12.111111,12.333333,12.111111,12.277777,182700.0
2018-06-08,12.222222,12.5,12.111111,12.277777,162991.0
2018-06-11,12.388888,13.388888,12.333333,13.333333,865800.0
2018-06-12,13.277777,14.333333,12.833333,13.333333,3035807.0
2018-06-13,13.333333,13.888888,12.944444,13.277777,792801.0
2018-06-14,13.111111,13.277777,12.444444,12.666666,232299.0
2018-06-15,13.0,13.0,12.611111,12.611111,205470.0
2018-06-19,12.611111,12.666666,12.5,12.666666,38700.0
2018-06-20,12.611111,12.611111,12.222222,12.5,112553.0
2018-06-21,12.555555,12.666666,12.388888,12.666666,46800.0
2018-06-22,12.666666,12.666666,12.5,12.666666,83700.0
2018-06-25,12.722222,12.777777,12.388888,12.5,99654.0
2018-06-26,12.555555,12.777777,12.333333,12.722222,112198.0
2018-06-27,12.888888,13.5,12.722222,12.888888,526266.0
2018-06-28,13.055555,13.166666,12.888888,13.055555,146700.0
2018-06-29,13.277777,14.111111,13.111111,13.333333,1488741.0
2018-07-02,13.333333,13.444444,12.777777,12.833333,432000.0
2018-07-03,12.833333,12.833333,12.444444,12.444444,330480.0
2018-07-04,12.555555,12.555555,12.5,12.5,97080.0
2018-07-05,12.444444,12.444444,12.222222,12.222222,150300.0
2018-07-06,12.555555,12.555555,12.333333,12.555555,82010.0
2018-07-09,12.388888,12.722222,12.388888,12.666666,38700.0
2018-07-10,12.666666,12.722222,12.611111,12.666666,75600.0
